554.85	0.052	0.068
555.27	0.048	0.071
555.69	0.05	0.071
556.12	0.052	0.078
556.54	0.053	0.074
556.96	0.054	0.081
557.39	0.058	0.079
557.81	0.051	0.078
558.23	0.057	0.084
558.66	0.057	0.079
559.08	0.057	0.08
559.5	0.057	0.082
559.93	0.06	0.086
560.35	0.059	0.088
560.77	0.058	0.084
561.2	0.058	0.086
561.62	0.06	0.086
562.04	0.066	0.089
562.47	0.061	0.091
562.89	0.058	0.089
563.31	0.058	0.09
563.73	0.065	0.094
564.16	0.064	0.093
564.58	0.061	0.094
565	0.067	0.099
565.43	0.066	0.097
565.85	0.067	0.101
566.27	0.066	0.099
566.69	0.067	0.103
567.12	0.068	0.101
567.54	0.067	0.102
567.96	0.067	0.104
568.38	0.072	0.107
568.81	0.071	0.108
569.23	0.073	0.109
569.65	0.078	0.111
570.07	0.075	0.112
570.49	0.075	0.115
570.92	0.078	0.116
571.34	0.078	0.117
571.76	0.077	0.118
572.18	0.079	0.119
572.6	0.078	0.119
573.03	0.08	0.121
573.45	0.082	0.125
573.87	0.084	0.128
574.29	0.082	0.127
574.71	0.083	0.129
575.13	0.084	0.131
575.56	0.087	0.132
575.98	0.086	0.134
576.4	0.086	0.134
576.82	0.089	0.139
577.24	0.09	0.139
577.66	0.093	0.143
578.08	0.09	0.141
578.51	0.094	0.143
578.93	0.093	0.145
579.35	0.096	0.147
579.77	0.097	0.149
580.19	0.096	0.152
580.61	0.096	0.15
581.03	0.1	0.154
581.45	0.1	0.158
581.87	0.101	0.159
582.3	0.102	0.161
582.72	0.106	0.165
583.14	0.108	0.168
583.56	0.108	0.17
583.98	0.111	0.172
584.4	0.108	0.172
584.82	0.113	0.175
585.24	0.114	0.18
585.66	0.116	0.183
586.08	0.118	0.187
586.5	0.116	0.184
586.92	0.118	0.188
587.34	0.12	0.19
587.76	0.121	0.193
588.18	0.12	0.194
588.6	0.122	0.198
589.02	0.125	0.199
589.44	0.13	0.204
589.86	0.129	0.204
590.28	0.13	0.209
590.7	0.135	0.213
591.12	0.137	0.215
591.54	0.136	0.219
591.96	0.137	0.219
592.38	0.14	0.223
592.8	0.143	0.229
593.22	0.144	0.229
593.64	0.144	0.233
594.06	0.146	0.234
594.48	0.149	0.241
594.9	0.149	0.239
595.32	0.152	0.244
595.74	0.157	0.248
596.16	0.157	0.248
596.58	0.156	0.255
597	0.162	0.261
597.42	0.161	0.261
597.83	0.165	0.262
598.25	0.164	0.266
598.67	0.168	0.27
599.09	0.17	0.273
599.51	0.169	0.273
599.93	0.171	0.277
600.35	0.176	0.282
600.77	0.176	0.285
601.19	0.178	0.291
601.6	0.179	0.292
602.02	0.179	0.292
602.44	0.181	0.299
602.86	0.182	0.299
603.28	0.184	0.3
603.7	0.186	0.304
604.12	0.187	0.305
604.53	0.19	0.308
604.95	0.188	0.308
605.37	0.191	0.316
605.79	0.192	0.316
606.21	0.192	0.318
606.63	0.196	0.319
607.04	0.196	0.326
607.46	0.197	0.324
607.88	0.199	0.326
608.3	0.2	0.329
608.72	0.2	0.327
609.13	0.201	0.33
609.55	0.203	0.333
609.97	0.202	0.333
610.39	0.199	0.336
610.81	0.203	0.337
611.22	0.205	0.338
611.64	0.206	0.338
612.06	0.204	0.338
612.48	0.208	0.339
612.89	0.208	0.343
613.31	0.209	0.341
613.73	0.207	0.342
614.15	0.207	0.344
614.56	0.211	0.346
614.98	0.207	0.346
615.4	0.208	0.349
615.81	0.208	0.346
616.23	0.207	0.346
616.65	0.21	0.349
617.07	0.208	0.346
617.48	0.21	0.35
617.9	0.211	0.349
618.32	0.213	0.35
618.73	0.212	0.352
619.15	0.213	0.354
619.57	0.216	0.356
619.98	0.215	0.357
620.4	0.212	0.354
620.82	0.214	0.358
621.23	0.216	0.355
621.65	0.214	0.358
622.07	0.214	0.355
622.48	0.214	0.358
622.9	0.215	0.358
623.32	0.216	0.359
623.73	0.219	0.362
624.15	0.22	0.363
624.56	0.221	0.365
624.98	0.22	0.366
625.4	0.219	0.364
625.81	0.222	0.367
626.23	0.224	0.369
626.64	0.225	0.369
627.06	0.225	0.37
627.48	0.224	0.374
627.89	0.227	0.377
628.31	0.227	0.374
628.72	0.227	0.376
629.14	0.229	0.378
629.55	0.23	0.381
629.97	0.232	0.385
630.39	0.232	0.385
630.8	0.232	0.386
631.22	0.235	0.39
631.63	0.238	0.394
632.05	0.238	0.393
632.46	0.245	0.399
632.88	0.241	0.402
633.29	0.245	0.402
633.71	0.245	0.407
634.12	0.247	0.41
634.54	0.252	0.415
634.95	0.255	0.42
635.37	0.256	0.419
635.78	0.254	0.42
636.2	0.259	0.424
636.61	0.258	0.429
637.03	0.26	0.429
637.44	0.267	0.439
637.86	0.267	0.442
638.27	0.268	0.441
638.69	0.274	0.446
639.1	0.27	0.452
639.52	0.279	0.454
639.93	0.281	0.46
640.35	0.283	0.465
640.76	0.282	0.468
641.17	0.289	0.469
641.59	0.289	0.473
642	0.296	0.48
642.42	0.293	0.487
642.83	0.298	0.492
643.24	0.302	0.498
643.66	0.304	0.499
644.07	0.303	0.502
644.49	0.309	0.504
644.9	0.309	0.509
645.31	0.314	0.513
645.73	0.317	0.518
646.14	0.32	0.527
646.56	0.32	0.523
646.97	0.329	0.531
647.38	0.327	0.535
647.8	0.33	0.546
648.21	0.332	0.542
648.62	0.336	0.55
649.04	0.333	0.552
649.45	0.341	0.557
649.86	0.345	0.561
650.28	0.344	0.564
650.69	0.352	0.57
651.1	0.35	0.57
651.52	0.351	0.572
651.93	0.357	0.581
652.34	0.362	0.591
652.76	0.376	0.606
653.17	0.377	0.612
653.58	0.371	0.607
654	0.364	0.602
654.41	0.364	0.6
654.82	0.367	0.605
655.23	0.37	0.61
655.65	0.369	0.61
656.06	0.372	0.608
656.47	0.374	0.611
656.88	0.376	0.619
657.3	0.376	0.616
657.71	0.38	0.616
658.12	0.379	0.624
658.53	0.38	0.621
658.95	0.379	0.624
659.36	0.384	0.627
659.77	0.382	0.63
660.18	0.386	0.631
660.6	0.384	0.63
661.01	0.382	0.63
661.42	0.387	0.635
661.83	0.388	0.633
662.24	0.386	0.633
662.66	0.389	0.631
663.07	0.387	0.635
663.48	0.388	0.636
663.89	0.388	0.635
664.3	0.384	0.632
664.71	0.383	0.63
665.13	0.384	0.627
665.54	0.381	0.621
665.95	0.38	0.621
666.36	0.378	0.616
666.77	0.378	0.613
667.18	0.372	0.611
667.59	0.371	0.603
668.01	0.37	0.602
668.42	0.363	0.593
668.83	0.362	0.59
669.24	0.356	0.579
669.65	0.352	0.574
670.06	0.351	0.564
670.47	0.342	0.558
670.88	0.337	0.55
671.29	0.334	0.542
671.71	0.327	0.536
672.12	0.32	0.529
672.53	0.317	0.517
672.94	0.307	0.506
673.35	0.302	0.495
673.76	0.295	0.489
674.17	0.291	0.478
674.58	0.282	0.467
674.99	0.275	0.454
675.4	0.266	0.442
675.81	0.265	0.433
676.22	0.258	0.423
676.63	0.252	0.413
677.04	0.244	0.399
677.45	0.236	0.389
677.86	0.227	0.376
678.27	0.221	0.366
678.68	0.218	0.36
679.09	0.213	0.346
679.5	0.204	0.337
679.91	0.198	0.328
680.32	0.196	0.317
680.73	0.183	0.306
681.14	0.179	0.294
681.55	0.172	0.286
681.96	0.166	0.275
682.37	0.161	0.265
682.78	0.155	0.255
683.19	0.15	0.248
683.6	0.145	0.237
684.01	0.138	0.23
684.42	0.135	0.223
684.83	0.128	0.213
685.24	0.124	0.205
685.65	0.121	0.201
686.06	0.114	0.189
686.47	0.11	0.182
686.88	0.108	0.175
687.29	0.102	0.171
687.69	0.097	0.165
688.1	0.095	0.159
688.51	0.089	0.149
688.92	0.087	0.144
689.33	0.082	0.14
689.74	0.08	0.134
690.15	0.075	0.128
690.56	0.072	0.123
690.96	0.07	0.117
691.37	0.065	0.109
691.78	0.063	0.108
692.19	0.061	0.103
692.6	0.06	0.099
693.01	0.058	0.098
693.42	0.055	0.093
693.82	0.053	0.088
694.23	0.052	0.086
694.64	0.047	0.083
695.05	0.045	0.08
695.46	0.044	0.075
695.87	0.043	0.074
696.27	0.041	0.071
696.68	0.039	0.067
697.09	0.039	0.065
697.5	0.038	0.065
697.91	0.037	0.061
698.31	0.035	0.059
698.72	0.033	0.058
699.13	0.03	0.056
699.54	0.031	0.053
699.94	0.029	0.05
700.35	0.028	0.049
700.76	0.028	0.048
701.17	0.027	0.046
701.57	0.025	0.044
701.98	0.024	0.043
702.39	0.023	0.043
702.8	0.024	0.042
703.2	0.022	0.04
703.61	0.022	0.039
704.02	0.022	0.04
704.43	0.023	0.039
704.83	0.021	0.037
705.24	0.021	0.035
705.65	0.019	0.032
706.05	0.02	0.035
706.46	0.019	0.034
706.87	0.019	0.031
707.27	0.017	0.03
707.68	0.019	0.032
708.09	0.017	0.031
708.49	0.018	0.028
708.9	0.016	0.028
709.31	0.015	0.027
709.71	0.017	0.028
710.12	0.018	0.027
710.53	0.014	0.026
710.93	0.013	0.025
711.34	0.013	0.025
711.75	0.015	0.026
712.15	0.014	0.025
712.56	0.014	0.026
712.96	0.013	0.025
713.37	0.014	0.024
713.78	0.013	0.025
714.18	0.012	0.024
714.59	0.012	0.022
714.99	0.014	0.025
715.4	0.012	0.023
715.81	0.013	0.022
716.21	0.014	0.022
716.62	0.015	0.024
717.02	0.013	0.024
717.43	0.011	0.022
717.83	0.013	0.023
718.24	0.012	0.023
718.65	0.014	0.023
719.05	0.011	0.022
719.46	0.012	0.023
719.86	0.011	0.021
720.27	0.012	0.021
720.67	0.011	0.019
721.08	0.011	0.021
721.48	0.01	0.018
721.89	0.011	0.019
722.29	0.01	0.019
722.7	0.011	0.02
723.1	0.009	0.018
723.51	0.01	0.019
723.91	0.011	0.019
724.32	0.012	0.021
724.72	0.011	0.02
725.13	0.011	0.02
725.53	0.01	0.018
725.94	0.009	0.017
726.34	0.011	0.02
726.75	0.01	0.018
727.15	0.009	0.018
727.55	0.009	0.016
727.96	0.01	0.017
728.36	0.01	0.019
728.77	0.01	0.018
729.17	0.008	0.017
729.58	0.008	0.015
729.98	0.01	0.016
730.38	0.008	0.015
